Title,TomatometerScore,AudienceScore,Rating,Genre,Director,R. Date (Theaters),R. Date (Streaming),Runtime
The High Note,70.0,73.0,PG-13,music,NishaGanatra,,2020-06-25,113.0
Jesus Shows You The Way To The Highway,92.0,83.0,NR,scifi,MiguelLlansó,,2020-06-01,83.0
Chameleon,100.0,79.0,NR,mysteryandthriller,MarcusMizelle,,2020-05-12,80.0
Castle In The Ground,65.0,70.0,NR,drama,JoeyKlein,,2020-05-15,105.0
Military Wives,76.0,57.0,PG-13,comedy,PeterCattaneo,,2020-05-22,112.0
The Painter And The Thief,97.0,78.0,NR,documentary,BenjaminRee,2020-05-22,2020-05-22,102.0
"I Love You, Stupid (Te Quiero, Imbécil)",63.0,58.0,NR,romance,LauraMañá,,2020-05-19,
The Dalai Lama: Scientist,88.0,100.0,NR,documentary,DawnGiffordEngle,,2020-05-12,94.0
I Will Make You Mine,100.0,100.0,NR,drama,LynnChen,,2020-05-29,80.0
Villain,71.0,,R,action,PhilipBarantini,2020-05-22,2020-05-22,97.0
AKA Jane Roe,88.0,70.0,NR,documentary,NickSweeney,,2020-05-23,
Survive The Night,15.0,63.0,R,action,MattEskandari,2020-05-22,2020-05-22,80.0
Screened Out,78.0,,NR,documentary,JonHyatt,,2020-05-26,
The Trip To Greece,87.0,51.0,NR,comedy,MichaelWinterbottom,2020-05-22,2020-05-26,112.0
Blood And Money,39.0,50.0,NR,action,JohnBarr,2020-05-15,2020-05-19,89.0
Debt Collectors,82.0,,NR,action,JesseV.Johnson,2020-05-29,2020-05-29,97.0
A Clear Shot,0.0,,NR,drama,NickLeisure,,2020-05-28,90.0
Body Cam,44.0,44.0,R,mysteryandthriller,MalikVitthal,,2020-05-19,97.0
Ursula Von Rydingsvard: Into Her Own,100.0,,NR,documentary,DanielTraub,2020-05-29,2020-06-05,57.0
Man In Camo,100.0,100.0,NR,documentary,EthanH.Minsker,,2020-05-29,85.0
Valley Girl,55.0,86.0,PG-13,musical,RachelLeeGoldenberg,,2020-05-05,103.0
Capone,41.0,25.0,R,biography,JoshTrank,,2020-05-12,103.0
Working Man,93.0,82.0,NR,drama,RobertJury,,2020-05-05,109.0
Driveways,100.0,89.0,NR,drama,AndrewAhn,,2020-05-08,83.0
Porno,81.0,34.0,NR,horror,KeolaRacela,,2020-05-08,98.0
Saint Frances,99.0,78.0,NR,drama,AlexThompson,2020-02-28,2020-05-03,106.0
CRSHD,75.0,60.0,NR,comedy,EmilyCohn,,2020-08-02,80.0
Rewind,100.0,95.0,NR,drama,SashaNeulinger,,2020-06-12,86.0
The Traitor,84.0,70.0,R,biography,MarcoBellocchio,2020-01-31,2020-05-08,145.0
On A Magical Night (Chambre 212),65.0,23.0,NR,drama,ChristopheHonoré,,2020-08-08,86.0
Better Days,100.0,97.0,NR,drama,DerekTsang,2019-11-08,2020-05-05,135.0
A Good Woman Is Hard To Find,92.0,71.0,NR,crime,AbnerPastoll,,2020-05-08,97.0
The Jack In The Box,20.0,40.0,NR,horror,LawrenceFowler,,2020-05-05,87.0
Greed,47.0,33.0,R,comedy,MichaelWinterbottom,2020-03-06,2020-05-05,104.0
How To Build A Girl,79.0,59.0,R,comedy,CokyGiedroyc,,2020-05-08,102.0
Sweetness In The Belly,40.0,60.0,NR,drama,ZeresenayMehari,,2020-05-08,110.0
Intrigo: Dear Agnes,40.0,,R,mysteryandthriller,DanielAlfredson,,2020-05-05,100.0
Blue Story,92.0,66.0,R,crime,Rapman,,2020-05-05,91.0
Angelfish,86.0,,NR,drama,PeterLee,2019-11-22,2019-11-22,96.0
Spaceship Earth,87.0,62.0,NR,documentary,MattWolf,2020-05-08,2020-05-08,114.0
Arkansas,47.0,54.0,R,crime,ClarkDuke,,2020-05-05,115.0
Justice League Dark: Apokolips War,100.0,91.0,R,adventure,"MattPeters,ChristinaSotta",,2020-05-05,90.0
The Wrong Missy,33.0,51.0,NR,comedy,TylerSpindel,,2020-05-19,89.0
Evil Little Things,50.0,0.0,NR,horror,MattGreen,,2020-05-12,80.0
Proximity,39.0,35.0,NR,scifi,EricDemeusy,2020-05-15,2020-05-15,119.0
The Bellmen,60.0,,NR,comedy,CameronFife,,2020-05-08,97.0
18 Presents (18 Regali),60.0,62.0,NR,drama,FrancescoAmato,,2020-05-19,115.0
Becoming,93.0,57.0,PG,documentary,NadiaHallgren,,2020-05-07,89.0
Fame-ish,86.0,,NR,comedy,JeffNimoy,,2020-05-12,94.0
Until The Birds Return (En Attendant Les Hirondelles),78.0,80.0,NR,drama,KarimMoussaoui,,2020-04-28,113.0
Bit,90.0,36.0,NR,horror,BradMichaelElmore,,2020-04-24,90.0
To The Stars,81.0,77.0,NR,drama,MarthaStephens,,2020-04-24,111.0
Pahokee,100.0,,NR,documentary,"PatrickBresnan,IveteLucas",,2020-06-14,110.0
Bull,90.0,70.0,NR,drama,AnnieSilverstein,,2020-04-29,108.0
Beanpole (Dylda),91.0,82.0,NR,drama,KantemirBalagov,2020-01-29,2020-05-05,137.0
Deerskin,87.0,71.0,NR,comedy,QuentinDupieux,,2020-06-26,77.0
The Flood,68.0,,NR,drama,AnthonyWoodley,2020-02-28,2020-05-01,97.0
Robert The Bruce,44.0,67.0,NR,history,RichardGray,,2020-04-24,124.0
1BR,86.0,54.0,NR,horror,DavidMarmor,,2020-04-24,90.0
The Wretched,74.0,46.0,NR,mysteryandthriller,"BrettPierce,DrewT.Pierce",2020-05-01,2020-04-29,95.0
Bad Education,94.0,83.0,NR,drama,CoryFinley,,2020-04-26,103.0
"Endings, Beginnings",44.0,59.0,NR,drama,DrakeDoremus,2020-05-01,2020-04-17,110.0
Tammy's Always Dying,75.0,98.0,NR,drama,AmyJoJohnson,,2020-04-30,85.0
Blood Quantum,90.0,42.0,NR,horror,JeffBarnaby,,2020-04-28,96.0
True History Of The Kelly Gang,79.0,41.0,R,biography,JustinKurzel,2020-04-24,2020-04-20,124.0
Witches In The Woods,57.0,62.0,NR,horror,JordanBarker,,2020-04-24,90.0
Capital In The Twenty-First Century,93.0,79.0,NR,documentary,JustinPemberton,2020-04-03,2020-07-03,103.0
The Photograph,74.0,81.0,PG-13,drama,StellaMeghie,2020-02-14,2020-04-28,106.0
Natalie Wood: What Remains Behind,78.0,81.0,NR,documentary,LaurentBouzereau,,2020-05-06,100.0
Vanilla,87.0,83.0,NR,romance,WillDennis,,2020-04-30,87.0
James VS His Future Self,100.0,54.0,NR,drama,JeremyLaLonde,,2020-04-30,94.0
Enemy Lines,20.0,48.0,NR,history,AndersBanke,,2020-04-24,93.0
15 Years,67.0,,NR,drama,YuvalHadadi,,2020-04-28,89.0
The Half Of It,97.0,80.0,PG-13,romance,AliceWu,,2020-05-02,105.0
Dangerous Lies (Windfall),25.0,22.0,NR,mysteryandthriller,MichaelM.Scott,,2020-05-01,96.0
All Day And A Night,57.0,62.0,R,drama,JoeRobertCole,,2020-05-02,121.0
A Secret Love,100.0,94.0,NR,documentary,ChrisBolan,,2020-04-29,83.0
Get In,50.0,35.0,NR,horror,OlivierAbbou,,2020-05-02,97.0
Mrs. Serial Killer,17.0,54.0,NR,crime,ShirishKunder,,2020-05-02,106.0
The Willoughbys,90.0,64.0,PG,kidsandfamily,KrisPearn,,2020-04-22,92.0
Trolls World Tour,70.0,59.0,PG,kidsandfamily,WaltDohrn,2020-04-10,2020-04-02,91.0
The Rhythm Section,28.0,44.0,R,action,ReedMorano,2020-01-31,2020-04-14,109.0
Perfect,21.0,50.0,NR,scifi,EddieAlcazar,2019-05-17,2019-10-22,85.0
Trust Machine: The Story Of Blockchain,90.0,83.0,NR,documentary,AlexWinter,2018-10-26,2019-11-15,84.0
The Plagues Of Breslau (Plagi Breslau),83.0,50.0,NR,crime,PatrykVega,,2020-04-22,93.0
Blush (Imaginary Order),73.0,,NR,drama,DebraEisenstadt,,2020-04-08,101.0
"Why Don't You Just Die! (Papa, Sdokhni)",97.0,,NR,nan,,,,
Fantasy Island,7.0,48.0,PG-13,horror,JeffWadlow,2020-02-14,2020-04-14,109.0
Abe,70.0,70.0,NR,drama,FernandoAndrade,2020-04-17,2020-04-15,85.0
Miles Davis: Birth Of The Cool,92.0,81.0,NR,music,StanleyNelson,,2020-03-10,115.0
Jump Shot: The Kenny Sailors Story,100.0,98.0,NR,documentary,JacobHamilton,,2020-06-02,73.0
Stray Dolls,71.0,67.0,NR,crime,SonejuhiSinha,,2020-04-08,97.0
Circus Of Books,98.0,81.0,NR,biography,RachelMason,,2020-04-22,92.0
Underwater,48.0,60.0,PG-13,horror,WilliamEubank,2020-01-10,2020-04-14,95.0
"A White, White Day (Hvítur, Hvítur Dagur)",96.0,,NR,drama,HlynurPálmason,2020-02-28,2020-07-24,109.0
Sea Fever,86.0,47.0,NR,horror,NeasaHardiman,,2020-04-08,90.0
No Small Matter,100.0,100.0,NR,documentary,"DanielAlpert,GregJacobs,JonSiskel",,2020-06-25,
Butt Boy,70.0,67.0,NR,mysteryandthriller,TylerCornack,,2020-04-14,99.0
Chichinette: The Accidental Spy,80.0,,NR,biography,NicolaHens,,2020-04-14,86.0
Sergio,43.0,51.0,R,drama,GregBarker,,2020-04-18,118.0
Man Camp,100.0,91.0,NR,comedy,NateBakke,,2020-04-19,94.0
Beyond The Visible - Hilma Af Klint,96.0,,NR,documentary,HalinaDyrschka,,2020-07-16,94.0
Mortal Kombat Legends: Scorpion's Revenge,89.0,86.0,R,adventure,EthanSpaulding,2020-04-12,2020-04-12,80.0
Extraction,66.0,69.0,R,action,SamHargrave,,2020-04-25,117.0
Soundwave,85.0,,NR,scifi,DylanK.Narang,,2020-04-14,96.0
Behind You,6.0,30.0,R,horror,"AndrewMecham,MatthewWhedon",,2020-04-15,86.0
Rising High (Betonrausch),33.0,47.0,NR,comedy,CüneytKaya,,2020-04-18,94.0
Eating Up Easter,86.0,,NR,documentary,SergioMata'uRapu,,2020-06-27,70.0
Sonic The Hedgehog,63.0,93.0,PG,fantasy,JeffFowler,2020-02-14,2020-03-31,100.0
She's Allergic To Cats,85.0,,NR,horror,MichaelReich,2016-06-18,2020-04-05,82.0
The Last Full Measure,59.0,96.0,R,war,ToddRobinson,2020-01-24,2020-04-07,110.0
What You Gonna Do When The World's On Fire?,87.0,57.0,NR,documentary,RobertoMinervini,,2020-04-06,123.0
It Started As A Joke,100.0,83.0,NR,documentary,"KenDruckerman,JulieSmithClem",,2020-04-03,76.0
Daffodils,60.0,,NR,biography,DavidStubbs,,2020-04-07,93.0
Strike,83.0,76.0,NR,adventure,TrevorHardy,,2020-04-05,100.0
Slay The Dragon,100.0,74.0,PG-13,documentary,"ChrisDurrance,BarakGoodman",,2020-04-03,101.0
Brahms: The Boy II,9.0,44.0,PG-13,horror,WilliamBrentBell,2020-02-21,2020-04-03,86.0
Almost Love (Sell By),67.0,,NR,romance,MikeDoyle,2020-04-03,2020-03-31,92.0
The Other Lamb,75.0,34.0,NR,horror,MalgorzataSzumowska,2020-04-03,2020-04-01,97.0
The Current War: Director's Cut,61.0,79.0,PG-13,biography,AlfonsoGomez-Rejon,2019-10-25,2020-03-15,101.0
The Captain,75.0,96.0,NR,drama,AndrewLauWai-Keung,2019-10-18,2020-03-24,111.0
Ip Man 4: The Finale,87.0,95.0,NR,action,WilsonYip,2019-12-25,2019-12-25,105.0
Never Rarely Sometimes Always,99.0,20.0,PG-13,drama,ElizaHittman,2020-03-13,2020-04-03,101.0
Impractical Jokers: The Movie,35.0,76.0,PG-13,comedy,ChrisHenchy,2020-02-28,2020-04-01,93.0
Clover,28.0,60.0,NR,comedy,JonAbrahams,2020-04-03,2020-04-03,91.0
Streetlight Harmonies,100.0,100.0,NR,music,BrentWilson,,2020-03-28,84.0
Lazy Susan,10.0,47.0,NR,comedy,NickPeet,2020-04-03,2020-04-03,90.0
Close Encounters Of The Fifth Kind: Contact Has Begun,17.0,79.0,NR,documentary,MichaelMazzola,,2020-04-07,
The Lost Husband,55.0,65.0,PG-13,drama,VickyWight,,2020-04-10,109.0
Tape,61.0,29.0,NR,drama,DeborahKampmeier,,2020-06-16,98.0
Coffee & Kareem,20.0,30.0,NR,action,MichaelDowse,,2020-04-04,88.0
Same Boat,64.0,100.0,NR,romance,ChrisRoberti,,2020-04-08,83.0
Tigertail,81.0,67.0,PG,drama,AlanYang,,2020-04-11,91.0
The Main Event,26.0,23.0,NR,comedy,JayKaras,,2020-04-11,101.0
Love Wedding Repeat,32.0,36.0,NR,comedy,DeanCraig,,2020-04-11,100.0
School Life (La Vie Scolaire),89.0,76.0,NR,drama,"GrandCorpsMalade,MehdiIdir",,2020-04-11,111.0
Shooting Heroin,59.0,95.0,R,action,SpencerT.Folmar,,2020-04-03,
Bad Boys For Life,77.0,96.0,R,action,"AdilElArbi,BilallFallah",2020-01-17,2020-03-31,124.0
Dolittle,14.0,76.0,PG,fantasy,StephenGaghan,2020-01-17,2020-03-24,100.0
The Hunt,57.0,66.0,R,action,CraigZobel,,2020-03-20,90.0
Bloodshot,30.0,78.0,PG-13,adventure,DaveWilson,2020-03-13,2020-03-24,109.0
Stray,100.0,62.0,NR,drama,DustinFeneley,,2020-03-24,104.0
Birds Of Prey (And The Fantabulous Emancipation Of One Harley Quinn),78.0,78.0,R,comedy,CathyYan,2020-02-07,2020-03-24,109.0
Banana Split,89.0,60.0,R,comedy,BenjaminKasulke,2020-03-27,2020-03-25,88.0
Clemency,92.0,65.0,R,drama,ChinonyeChukwu,2019-12-27,2019-12-27,113.0
Onward,88.0,95.0,PG,kidsandfamily,DanScanlon,2020-03-06,2020-03-06,103.0
The Inventor: Out For Blood In Silicon Valley,78.0,73.0,NR,documentary,AlexGibney,,2019-11-18,119.0
Shooting The Mafia,74.0,58.0,NR,documentary,KimLonginotto,2019-11-22,2020-03-31,100.0
Human Capital,68.0,31.0,NR,drama,MarcMeyers,2020-07-17,2020-03-20,97.0
I Still Believe,51.0,98.0,PG,biography,"JonErwin,AndrewErwin",2020-03-13,2020-03-26,115.0
Emma.,87.0,72.0,PG,drama,AutumndeWilde,2020-03-06,2020-03-20,125.0
Curtiz,57.0,64.0,NR,history,TamasYvanTopolanszky,,2020-03-26,100.0
Portrait Of A Lady On Fire (Portrait De La Jeune Fille En Feu),98.0,92.0,R,history,CélineSciamma,2019-12-06,2020-04-03,121.0
Vivarium,72.0,38.0,NR,mysteryandthriller,LorcanFinnegan,,2020-03-25,97.0
The Platform (El Hoyo),79.0,72.0,NR,scifi,GalderGaztelu-Urrutia,,2020-03-21,94.0
Cunningham,89.0,88.0,PG,biography,AllaKovgan,2019-12-13,2020-01-03,93.0
The Song Of Names,40.0,90.0,PG-13,drama,FrançoisGirard,2019-12-25,2020-03-24,113.0
There's Something In The Water,79.0,,NR,documentary,"EllenPage,IanDaniel",,2020-03-28,73.0
The Gentlemen,75.0,84.0,R,comedy,GuyRitchie,2020-01-24,2020-03-24,113.0
The Way Back,84.0,84.0,R,drama,GavinO'Connor,2020-03-06,2020-03-06,108.0
Inside The Rain,86.0,71.0,NR,drama,AaronFisher,2020-03-13,2020-03-24,90.0
Crip Camp: A Disability Revolution,100.0,93.0,R,documentary,"JamesLebrecht,NicoleNewnham",,2020-03-26,107.0
Resistance,56.0,59.0,R,history,JonathanJakubowicz,,2020-03-25,120.0
The Scheme,88.0,83.0,NR,documentary,PatKondelis,,2020-04-01,120.0
Miss Fisher And The Crypt Of Tears,67.0,,NR,adventure,TonyTilse,2020-03-13,2020-05-22,101.0
Kill Chain: The Cyber War On America's Elections,100.0,67.0,NR,documentary,"SimonArdizzone,RussellMichaels,SarahTeale",,2020-03-27,91.0
Uncorked,91.0,65.0,NR,drama,PrenticePenny,,2020-03-28,104.0
The Decline (Jusqu'au Déclin),90.0,64.0,NR,mysteryandthriller,PatriceLaliberté,,2020-03-28,83.0
The Occupant (Hogar),61.0,47.0,NR,mysteryandthriller,"ÀlexPastor,DavidPastor",,2020-03-27,103.0
Star Wars: The Rise Of Skywalker,51.0,86.0,PG-13,scifi,J.J.Abrams,2019-12-20,2019-12-20,142.0
Charlie's Angels,52.0,78.0,PG-13,adventure,ElizabethBanks,2019-11-15,2019-10-25,118.0
Spies In Disguise,76.0,92.0,PG,animation,"TroyQuane,NickBruno",2019-12-25,2019-12-27,102.0
The Grudge,20.0,23.0,R,horror,NicolasPesce,2020-01-03,2020-01-03,94.0
Just Mercy,84.0,99.0,PG-13,drama,DestinDanielCretton,2020-01-10,2019-12-25,136.0
Seven Stages To Achieve Eternal Bliss,65.0,86.0,NR,comedy,VivienoCaldinelli,2020-03-06,2020-03-16,96.0
Jumanji: The Next Level,72.0,87.0,PG-13,action,JakeKasdan,2019-12-13,2019-12-13,123.0
Cats,20.0,53.0,PG,drama,TomHooper,2019-12-20,2019-12-20,110.0
I Am Jonas (Jonas),100.0,83.0,NR,drama,ChristopheCharrier,,2018-11-08,82.0
1917,89.0,88.0,R,war,SamMendes,2020-01-10,2019-12-25,119.0
William,42.0,50.0,NR,drama,TimDisney,2019-04-12,2020-03-10,102.0
Swallow,88.0,71.0,R,mysteryandthriller,CarloMirabella-Davis,2020-03-06,2020-03-06,95.0
Lost Transmissions,54.0,50.0,NR,drama,KatharineO'Brien,2020-03-13,2020-03-11,105.0
Only,40.0,32.0,NR,mysteryandthriller,TakashiDoscher,,2020-03-06,98.0
Waldo On Weed,100.0,100.0,NR,documentary,TommyAvallone,,2020-03-17,87.0
Little Joe,68.0,42.0,NR,horror,JessicaHausner,2019-12-06,2019-12-06,105.0
The Dark Red,78.0,65.0,NR,horror,DanBush,,2020-03-06,101.0
To Your Last Death,67.0,94.0,NR,horror,JasonAxinn,,2020-03-19,91.0
The Invisible Man,91.0,88.0,R,horror,LeighWhannell,2020-02-28,2020-03-20,124.0
International Falls,100.0,78.0,NR,comedy,AmberMcGinnis,,2020-03-20,93.0
Go Karts (Go!),80.0,64.0,NR,action,OwenTrevor,,2020-03-13,102.0
Lost Girls,72.0,52.0,R,drama,LizGarbus,2020-03-13,2020-03-13,95.0
Superman: Red Son,88.0,64.0,PG-13,adventure,SamLiu,,2019-11-08,84.0
Burning Dog,100.0,,NR,mysteryandthriller,TreyBatchelor,,2020-03-16,89.0
Marcel Duchamp: The Art Of The Possible,50.0,,NR,documentary,MatthewTaylor,2019-09-03,2020-03-11,86.0
Hooking Up,30.0,49.0,R,drama,NicoRaineau,2020-03-20,2020-03-20,104.0
Tuscaloosa,70.0,85.0,NR,drama,PhilipHarder,2020-03-13,2020-03-11,100.0
The Postcard Killings,24.0,37.0,NR,mysteryandthriller,DanisTanovic,2020-03-13,2020-03-13,104.0
Altered Carbon: Resleeved,60.0,48.0,NR,scifi,"TakeruNakajima,YoshiyukiOkada",,2020-03-20,74.0
Ultras,60.0,34.0,NR,drama,FrancescoLettieri,,2020-03-21,108.0
Frozen II,77.0,92.0,PG,animation,"ChrisBuck,JenniferLee",2019-11-22,2019-11-22,103.0
Playmobil: The Movie,18.0,62.0,PG,adventure,LinoDiSalvo,2019-12-06,2020-03-03,99.0
Queen & Slim,82.0,92.0,R,crime,MelinaMatsoukas,2019-11-27,2019-11-27,132.0
Uncut Gems,92.0,52.0,R,mysteryandthriller,"BenSafdie,JoshuaSafdie",2019-12-25,2019-12-13,135.0
Go Back To China,81.0,,NR,drama,EmilyTing,2020-03-06,2020-03-04,95.0
Rag Doll,40.0,92.0,NR,action,BaileyKobe,,2020-02-25,103.0
Run This Town,47.0,28.0,R,mysteryandthriller,RickyTollman,2020-03-06,2020-03-06,98.0
Tread,90.0,89.0,NR,documentary,PaulSolet,2020-02-28,2020-02-28,89.0
Impossible Monsters,50.0,93.0,NR,mysteryandthriller,NathanCatucci,2020-02-14,2020-03-03,84.0
After We Leave,83.0,38.0,NR,scifi,AleemHossain,,2020-02-18,82.0
Black Christmas,38.0,31.0,PG-13,horror,SophiaTakal,2019-12-13,2019-12-13,92.0
The Furies,66.0,57.0,NR,action,TonyD'Aquino,,2020-03-03,82.0
Blood On Her Name,96.0,58.0,NR,crime,MatthewPope,2020-02-28,2020-02-26,85.0
Pokémon The Movie: Mewtwo Strikes Back Evolution,44.0,43.0,NR,action,KunihikoYuyama,,2020-03-10,98.0
Ne Zha,88.0,98.0,NR,fantasy,YuYang,2019-09-06,2020-02-25,110.0
Bombshell,69.0,84.0,R,drama,JayRoach,2019-12-20,2019-12-13,108.0
Color Out Of Space,86.0,82.0,NR,horror,RichardStanley,2020-01-24,2020-02-21,111.0
Dark Waters,90.0,95.0,PG-13,drama,ToddHaynes,2019-12-06,2019-11-22,126.0
Disappearance At Clifton Hill,73.0,,NR,drama,AlbertShin,2020-02-28,2020-02-28,100.0
Guns Akimbo,52.0,40.0,R,action,JasonLeiHowden,2020-02-28,2020-02-28,95.0
VHYes,81.0,70.0,NR,comedy,JackHenryRobbins,,2020-02-26,72.0
"Scream, Queen! My Nightmare On Elm Street",100.0,94.0,NR,documentary,"RomanChimienti,TylerJensen",2020-02-27,2020-03-03,99.0
The Climbers,33.0,80.0,NR,adventure,DanielLee,2019-10-04,2020-02-25,125.0
Richard Jewell,77.0,96.0,R,drama,ClintEastwood,2019-12-13,2019-12-10,131.0
Twin Murders: The Silence Of The White City (El Silencio De La Ciudad Blanca),40.0,15.0,NR,mysteryandthriller,DanielCalparsoro,,2020-03-10,110.0
Greenlight,71.0,,NR,mysteryandthriller,GrahamDenman,2020-02-25,2020-02-25,84.0
Spiral Farm,100.0,,NR,drama,AlecTibaldi,2019-12-13,2019-12-15,
All The Bright Places,66.0,61.0,NR,drama,BrettHaley,,2020-03-10,107.0
Spenser Confidential,37.0,53.0,R,action,PeterBerg,,2020-03-10,111.0
Escape From Pretoria,71.0,74.0,PG-13,drama,FrancisAnnan,2020-03-06,2020-03-06,101.0
The Dare,25.0,,R,horror,GilesAnderson,2020-03-03,2020-03-03,97.0
Guilty,60.0,22.0,NR,mysteryandthriller,RuchiNarain,,2020-03-10,119.0
A Shaun The Sheep Movie: Farmageddon,96.0,81.0,G,adventure,"RichardPhelan,WillBecher",,2020-02-14,87.0
High Strung Free Dance,50.0,85.0,PG,romance,MichaelDamian,2019-10-11,2020-02-04,103.0
The Trouble With You (En Liberté!),77.0,62.0,NR,crime,PierreSalvadori,,2020-01-26,108.0
The Night Clerk,36.0,31.0,R,mysteryandthriller,MichaelCristofer,2020-02-21,2020-02-21,90.0
A Simple Wedding,80.0,73.0,NR,romance,SaraZandieh,2020-02-14,2020-02-12,88.0
Kill The Monsters,100.0,,NR,drama,RyanLonergan,,2020-02-18,77.0
Camp Cold Brook,57.0,39.0,NR,horror,AndyPalmer,2020-02-14,2020-02-14,86.0
Top End Wedding,89.0,74.0,NR,romance,WayneBlair,,2020-01-21,113.0
By The Grace Of God (Grâce À Dieu),96.0,77.0,NR,drama,FrançoisOzon,2019-10-18,2020-02-18,137.0
The Kindness Of Strangers,18.0,63.0,NR,drama,LoneScherfig,2019-12-06,2020-02-14,112.0
Goldie,95.0,60.0,NR,drama,SamdeJong,2020-02-21,2020-02-25,88.0
Serendipity,77.0,,NR,documentary,PruneNourry,2019-10-04,2020-02-02,74.0
Come As You Are,94.0,79.0,NR,drama,RichardWong,2020-02-14,2020-02-09,107.0
Come To Daddy,87.0,75.0,R,mysteryandthriller,AntTimpson,2020-02-07,2020-02-05,93.0
"Standing Up, Falling Down",86.0,86.0,NR,drama,MattRatner,2020-02-21,2020-02-21,91.0
After Midnight (Something Else),88.0,49.0,NR,horror,ChristianStella,2020-02-14,2020-01-07,83.0
2/1,56.0,29.0,NR,scifi,JuanCabral,,2020-02-05,100.0
First Love (Hatsukoi),97.0,88.0,NR,crime,TakashiMiike,2019-09-27,2019-10-24,108.0
To All The Boys: P.S. I Still Love You,75.0,40.0,NR,romance,MichaelFimognari,,2020-02-12,101.0
The Rest Of Us,90.0,80.0,NR,drama,AislingChin-Yee,,2020-02-14,80.0
Waves,84.0,81.0,R,drama,TreyEdwardShults,2019-11-15,2019-11-15,135.0
VFW,81.0,61.0,NR,action,JoeBegos,2020-02-14,2020-02-14,92.0
Invasion Planet Earth,0.0,43.0,NR,scifi,SimonCox,,2020-02-04,98.0
The Coldest Game,0.0,50.0,NR,mysteryandthriller,LukaszKosmicki,,2020-02-08,103.0
The Last Thing He Wanted,5.0,13.0,NR,crime,DeeRees,2020-02-21,2020-02-21,115.0
Horse Girl,70.0,48.0,R,drama,JeffBaena,,2020-02-07,104.0
Waiting For Anya,36.0,62.0,NR,history,BenCookson,2020-02-07,2020-02-07,109.0
Spy Intervention,33.0,45.0,NR,adventure,DrewMylrea,2020-02-14,2020-02-14,93.0
Love Aaj Kal,21.0,29.0,NR,romance,ImtiazAli,,2020-02-14,142.0
Foosballers,100.0,100.0,NR,documentary,JoeHeslinga,,2020-02-16,96.0
My Hindu Friend (Meu Amigo Hindu),83.0,45.0,NR,drama,HectorBabenco,,2020-01-17,
Terminator: Dark Fate,70.0,82.0,R,scifi,TimMiller,2019-11-01,2019-11-01,128.0
My Name Is Myeisha,90.0,,NR,drama,GusKrieger,2020-01-24,2020-01-27,82.0
Betty: They Say I'm Different,83.0,,NR,music,PhilipCox,2018-05-23,2020-01-15,54.0
Intrigo: Death Of An Author,10.0,50.0,R,crime,DanielAlfredson,2020-01-17,2020-01-17,105.0
Parasite (Gisaengchung),99.0,90.0,R,mysteryandthriller,Joon-hoBong,2019-11-01,2019-10-11,132.0
Afterward,88.0,,NR,documentary,OfraBloch,2020-01-10,2020-01-27,94.0
Give Me Liberty,89.0,73.0,NR,drama,KirillMikhanovsky,2019-08-23,2020-01-12,110.0
The (Silent) War (Sordo),56.0,9.0,NR,mysteryandthriller,AlfonsoCortés-Cavanillas,,2020-02-03,126.0
37 Seconds,88.0,86.0,NR,drama,Hikari,,2020-01-31,115.0
Pain And Glory (Dolor Y Gloria),97.0,91.0,R,drama,PedroAlmodóvar,2019-10-04,2019-11-08,113.0
Toxic Beauty,100.0,,NR,documentary,PhyllisEllis,,2020-01-26,90.0
Jay & Silent Bob Reboot,66.0,93.0,R,comedy,KevinSmith,2019-10-15,2019-10-30,95.0
Extracurricular,67.0,,NR,horror,RayXue,2020-01-17,2020-01-17,90.0
Britt-Marie Was Here,70.0,,NR,drama,TuvaNovotny,2020-09-20,2020-01-14,94.0
"Live Twice, Love Once (Vivir Dos Veces)",50.0,72.0,NR,comedy,MariaRipoll,,,
The Great Alaskan Race,20.0,,NR,documentary,"TheodoreCollatos,CarolinaMonnerat",2020-06-19,2020-06-19,74.0
The Wave,67.0,62.0,R,scifi,GilleKlabin,2020-01-17,2020-01-17,87.0
The Battle Of Jangsari,38.0,79.0,NR,war,Kyung-taekKwak,2019-10-04,2020-01-26,108.0
A Sun,89.0,87.0,NR,crime,Mong-HongChung,,2020-01-24,156.0
The Host,25.0,82.0,R,crime,AndyNewbery,2020-01-17,2020-01-17,103.0
John Henry,0.0,22.0,R,drama,WillForbes,2020-01-24,2020-01-24,91.0
Appiness,40.0,,NR,comedy,EliBatalion,,2020-01-26,82.0
Get Gone,0.0,40.0,NR,horror,MichaelThomasDaniel,2020-01-24,2020-01-27,91.0
Miss Americana,91.0,91.0,NR,music,LanaWilson,2020-01-31,2020-01-31,86.0
A Patient Man,50.0,,NR,crime,KevinWard,,2020-03-13,93.0
Coda,50.0,57.0,NR,drama,ClaudeLalonde,2020-01-31,2020-01-29,96.0
Three Christs,43.0,69.0,R,drama,JonAvnet,2020-01-10,2020-01-16,119.0
Snatchers,100.0,60.0,NR,horror,StephenCedars,,2019-12-04,96.0
Gemini Man,26.0,83.0,PG-13,scifi,AngLee,2019-10-11,2019-10-11,117.0
Inherit The Viper,45.0,51.0,R,crime,AnthonyJerjen,2020-01-10,2020-01-10,90.0
The Addams Family,44.0,69.0,PG,kidsandfamily,"ConradVernon,GregTiernan",2019-10-11,2019-10-11,87.0
